,ADDRESS,CITY,"ZIP CODE",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
1847,"290 E SHORE DR",Miami,33133,25.74582,-80.213981,1,rooftop,290,"E Shore Dr",Miami,FL,"Miami-Dade County",33133,US,"Miami-Dade County"
1848,"482 Ridgewood Rd","Key Biscayne",33149,25.692104,-80.167571,1,rooftop,482,"Ridgewood Rd","Key Biscayne",FL,"Miami-Dade County",33149,US,"City of Key Biscayne"
1849,"8 Pinta Rd","Coconut Grove",33133,25.745563,-80.216363,1,rooftop,8,"Pinta Rd",Miami,FL,"Miami-Dade County",33133,US,"Miami-Dade County"
1850,"115 Harbor Dr","Key Biscayne",33149,25.699085,-80.164863,1,rooftop,115,"Harbor Dr","Key Biscayne",FL,"Miami-Dade County",33149,US,"City of Key Biscayne"
1851,"178 S Shore Dr",Miami,33133,25.74553,-80.217967,1,rooftop,178,"S Shore Dr",Miami,FL,"Miami-Dade County",33133,US,"Miami-Dade County"
1852,"60 W Shore Dr W","Coconut Grove",33133,25.747637,-80.214643,1,rooftop,60,"W Shore Dr",Miami,FL,"Miami-Dade County",33133,US,"Miami-Dade County"
1853,"23 Samana Dr",Miami,33133,25.747381,-80.213742,1,rooftop,23,"Samana Dr",Miami,FL,"Miami-Dade County",33133,US,"Miami-Dade County"
1854,"2945 S MIAMI AV",Miami,33129,25.748944,-80.207604,1,rooftop,2945,"S Miami Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1855,"881 Ocean Dr","Key Biscayne",33149,25.685741,-80.157265,1,rooftop,881,"Ocean Dr","Key Biscayne",FL,"Miami-Dade County",33149,US,"City of Key Biscayne"
1856,"280 E Shore Dr",Miami,33133,25.745485,-80.214501,1,rooftop,280,"E Shore Dr",Miami,FL,"Miami-Dade County",33133,US,"Miami-Dade County"
1857,"32 SHORE DR N","Coconut Grove",33133,25.74769,-80.21331,1,range_interpolation,32,"Shore Dr N",Miami,FL,"Miami-Dade County",33133,US,"TIGER/Line® dataset from the US Census Bureau"
1858,"3011 S Miami Ave",Miami,33129,25.748555,-80.208164,1,rooftop,3011,"S Miami Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1859,"216 SW 29th Rd",Miami,33129,25.752561,-80.210262,1,rooftop,216,"SW 29th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1860,"70 BAY HEIGHTS DRIVE",Miami,33133,25.744941,-80.217025,1,rooftop,70,"Bay Heights Dr",Miami,FL,"Miami-Dade County",33133,US,"Miami-Dade County"
1861,"2390 S Miami Ave",Miami,33129,25.752971,-80.203125,1,rooftop,2390,"S Miami Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1862,"3037 SW 4 Avenue",Miami,33129,25.753756,-80.213196,1,rooftop,3037,"SW 4th Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1863,"1915 Brickell Ave",Miami,33129,25.753724,-80.197538,1,rooftop,1915,"Brickell Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1864,"1 E Shore Dr",Miami,33133,25.746271,-80.212643,1,rooftop,1,"E Shore Dr",Miami,FL,"Miami-Dade County",33133,US,"Miami-Dade County"
1865,"3060 SW 4 AV",Miami,33129,25.754033,-80.213617,1,rooftop,3060,"SW 4th Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1866,"15 PINTA ROAD",Miami,33133,25.746119,-80.216324,1,rooftop,15,"Pinta Rd",Miami,FL,"Miami-Dade County",33133,US,"Miami-Dade County"
1867,"219 S SHORE DR","Coconut Grove",33133,25.743743,-80.217153,1,rooftop,219,"S Shore Dr",Miami,FL,"Miami-Dade County",33133,US,"Miami-Dade County"
1868,"41 N Shore Dr",Miami,33133,25.747998,-80.213045,1,rooftop,41,"N Shore Dr",Miami,FL,"Miami-Dade County",33133,US,"Miami-Dade County"
1869,"281 SHORE DRIVE EAST",Miami,33133,25.745045,-80.214369,1,range_interpolation,281,"Shore Dr E",Miami,FL,"Miami-Dade County",33133,US,"TIGER/Line® dataset from the US Census Bureau"
1870,"2700 SW 1 AV",Miami,33129,25.752434,-80.20737,1,rooftop,2700,"SW 1st Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1871,"105 W SHORE DR",Miami,33133,25.74729,-80.216775,1,rooftop,105,"W Shore Dr",Miami,FL,"Miami-Dade County",33133,US,"Miami-Dade County"
1872,"2011 S Miami Ave",Miami,33129,25.754407,-80.199674,1,rooftop,2011,"S Miami Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1873,"10 SAMANA DR",Miami,33133,25.746632,-80.213537,1,rooftop,10,"Samana Dr",Miami,FL,"Miami-Dade County",33133,US,"Miami-Dade County"
1874,"3054 S Miami Avenue",Miami,33129,25.748814,-80.208809,1,rooftop,3054,"S Miami Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1875,"99 SHORE DR",Miami,33133,25.747452,-80.216293,0.9,rooftop,99,"W Shore Dr",Miami,FL,"Miami-Dade County",33133,US,"Miami-Dade County"
1876,"2030 SW 12th Ave",Miami,33129,25.752727,-80.214502,1,rooftop,2030,"SW 12th Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1877,"59 W SHORE DR",Miami,33133,25.748285,-80.213912,1,rooftop,59,"W Shore Dr",Miami,FL,"Miami-Dade County",33133,US,"Miami-Dade County"
1878,"221 E Enid Dr","Key Biscayne",33149,25.689453,-80.160954,1,rooftop,221,"E Enid Dr","Key Biscayne",FL,"Miami-Dade County",33149,US,"Miami-Dade County"
1879,"61 SW 31st Rd",Miami,33129,25.749436,-80.209576,1,rooftop,61,"SW 31st Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1880,"265 Grapetree Dr","Key Biscayne",33149,25.684958,-80.158995,1,rooftop,265,"Grapetree Dr","Key Biscayne",FL,"Miami-Dade County",33149,US,"City of Key Biscayne"
1881,"1121 CRANDON BL","Key Biscayne",33149,25.683692,-80.156184,1,rooftop,1121,"Crandon Blvd","Key Biscayne",FL,"Miami-Dade County",33149,US,"Miami-Dade County"
1882,"160 SW 28th Rd",Miami,33129,25.752637,-80.208904,1,rooftop,160,"SW 28th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1883,"211 SW 29th Rd",Miami,33129,25.752482,-80.209851,1,rooftop,211,"SW 29th Rd",Miami,FL,"Miami-Dade County",33129,US,Statewide2
1884,"25 SW 31st Rd",Miami,33129,25.748976,-80.209177,1,rooftop,25,"SW 31st Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1885,"3550 E Glencoe St","Coconut Grove",33133,25.74032,-80.217902,1,rooftop,3550,"E Glencoe St",Miami,FL,"Miami-Dade County",33133,US,"Miami-Dade County"
1886,"120 SW 26th Rd",Miami,33129,25.753382,-80.206778,1,rooftop,120,"SW 26th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1887,"125 E ENID DR","Key Biscayne",33149,25.689451,-80.162773,1,rooftop,125,"E Enid Dr","Key Biscayne",FL,"Miami-Dade County",33149,US,"Miami-Dade County"
1888,"3001 SW 4 AV",Miami,33129,25.753984,-80.212852,1,rooftop,3001,"SW 4th Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1889,"1631 S Bayshore Ct",Miami,33133,25.740153,-80.217775,1,rooftop,1631,"S Bayshore Ct",Miami,FL,"Miami-Dade County",33133,US,"Miami-Dade County"
1890,"51 BAY HEIGHTS DR",Miami,33133,25.745395,-80.216209,1,rooftop,51,"Bay Heights Dr",Miami,FL,"Miami-Dade County",33133,US,"Miami-Dade County"
1891,"355 SW 31 Road",Miami,33129,25.753458,-80.213104,1,rooftop,355,"SW 31st Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1892,"3020 SW 2nd Ave",Miami,33129,25.751705,-80.211126,1,rooftop,3020,"SW 2nd Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1893,"216 SW 29 RD",Miami,33129,25.752561,-80.210262,1,rooftop,216,"SW 29th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1894,"1325 SW 22nd Ter",Miami,33145,25.750466,-80.216777,1,rooftop,1325,"SW 22nd Ter",Shenandoah,FL,"Miami-Dade County",33145,US,"Miami-Dade County"
1895,"3531 SW 1st Ave",Miami,33145,25.748533,-80.215984,1,rooftop,3531,"SW 1st Ave",Shenandoah,FL,"Miami-Dade County",33145,US,"Miami-Dade County"
1896,"450 Grapetree Drive","Key Biscayne",33149,25.684441,-80.158922,1,rooftop,450,"Grapetree Dr","Key Biscayne",FL,"Miami-Dade County",33149,US,"Miami-Dade County"
1897,"111 SW 29 RD",Miami,33129,25.751908,-80.209078,1,rooftop,111,"SW 29th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1898,"1176 SW 22 Ter",Miami,33129,25.750073,-80.213539,1,rooftop,1176,"SW 22nd Ter",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1899,"3050 SW 1 Ave",Miami,33129,25.750855,-80.210937,1,rooftop,3050,"SW 1st Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1900,"35 SW 27 RD",Miami,33129,25.751635,-80.205993,1,rooftop,35,"SW 27th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1901,"345 SW 32nd Rd",Miami,33129,25.752511,-80.21363,1,rooftop,345,"SW 32nd Rd",Miami,FL,"Miami-Dade County",33129,US,Statewide2
1902,"2898 SW 2 AV",Miami,33129,25.752356,-80.209731,1,rooftop,2898,"SW 2nd Ave",Miami,FL,"Miami-Dade County",33129,US,Statewide2
1903,"32 SW 23rd Rd",Miami,33129,25.753746,-80.203059,1,rooftop,32,"SW 23rd Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1904,"249 SW 32nd Rd",Miami,33129,25.75149,-80.21264,1,rooftop,249,"SW 32nd Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1905,"200 OCEAN LN DR","Key Biscayne",33149,25.698674,-80.157161,1,rooftop,200,"Ocean Lane Dr","Key Biscayne",FL,"Miami-Dade County",33149,US,"City of Key Biscayne"
1906,"3541 SW 1st Ave",Miami,33145,25.748473,-80.21612,1,rooftop,3541,"SW 1st Ave",Shenandoah,FL,"Miami-Dade County",33145,US,"Miami-Dade County"
1907,"1053 SW 22nd St",Miami,33129,25.751329,-80.212582,1,rooftop,1053,"SW 22nd St",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1908,"3542 SW 1 AV",Miami,33145,25.74895,-80.216414,1,rooftop,3542,"SW 1st Ave",Shenandoah,FL,"Miami-Dade County",33145,US,"Miami-Dade County"
1909,"210 CYPRESS DR","Key Biscayne",33149,25.695759,-80.167978,1,rooftop,210,"Cypress Dr","Key Biscayne",FL,"Miami-Dade County",33149,US,"City of Key Biscayne"
1910,"3547 SW 1 AV",Miami,33145,25.748398,-80.216319,1,rooftop,3547,"SW 1st Ave",Shenandoah,FL,"Miami-Dade County",33145,US,"Miami-Dade County"
1911,"355 SW 31 RD",Miami,33129,25.753458,-80.213104,1,rooftop,355,"SW 31st Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1912,"3433 SW 1st Ave",Miami,33145,25.748975,-80.214668,1,rooftop,3433,"SW 1st Ave",Shenandoah,FL,"Miami-Dade County",33145,US,"Miami-Dade County"
1913,"1362 SW 22 ter",Miami,33145,25.749995,-80.21742,1,range_interpolation,1362,"SW 22nd Ter",Shenandoah,FL,"Miami-Dade County",33145,US,"TIGER/Line® dataset from the US Census Bureau"
1914,"1925 BRICKELL AV",Miami,33129,25.753264,-80.197841,1,rooftop,1925,"Brickell Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1915,"46 SW 27th Rd",Miami,33129,25.751353,-80.206511,1,rooftop,46,"SW 27th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1916,"3480 SW 3rd Ave",Miami,33145,25.750047,-80.216467,1,rooftop,3480,"SW 3rd Ave",Shenandoah,FL,"Miami-Dade County",33145,US,"Miami-Dade County"
1917,"228 SW 31st Road",Miami,33129,25.75162,-80.212108,1,rooftop,228,"SW 31st Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1918,"3620 SW 1st Ave",Miami,33145,25.748449,-80.217326,1,rooftop,3620,"SW 1st Ave",Shenandoah,FL,"Miami-Dade County",33145,US,"Miami-Dade County"
1919,"125 SW Sw 25th Road Road",Miami,33129,25.754128,-80.20535,1,rooftop,125,"SW 25th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1920,"2400 Brickell Ave",Miami,33129,25.752259,-80.201788,1,rooftop,2400,"Brickell Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1921,"1111 Crandon Blvd","Key Biscayne",33149,25.683559,-80.156938,1,rooftop,1111,"Crandon Blvd","Key Biscayne",FL,"Miami-Dade County",33149,US,"City of Key Biscayne"
1922,"36 SW 27 RD",Miami,33129,25.751231,-80.206411,1,rooftop,36,"SW 27th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1923,"345 SW 32nd Road",Miami,33129,25.752511,-80.21363,1,rooftop,345,"SW 32nd Rd",Miami,FL,"Miami-Dade County",33129,US,Statewide2
1924,"120 SW 28th Rd",Miami,33129,25.752434,-80.208813,1,rooftop,120,"SW 28th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1925,"1357 SW 23 ST",Miami,33145,25.749622,-80.217406,1,rooftop,1357,"SW 23rd St",Shenandoah,FL,"Miami-Dade County",33145,US,"Miami-Dade County"
1926,"3131 SW 4th Ave",Miami,33129,25.753226,-80.213848,1,rooftop,3131,"SW 4th Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1927,"116 SW 28th Rd",Miami,33129,25.752327,-80.20872,1,rooftop,116,"SW 28th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1928,"249 SW 32 RD",Miami,33129,25.75149,-80.21264,1,rooftop,249,"SW 32nd Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1929,"50 SW 30 RD",Miami,33129,25.749495,-80.209046,1,rooftop,50,"SW 30th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1930,"2420 Brickell Ave",Miami,33129,25.751748,-80.202594,1,rooftop,2420,"Brickell Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1931,"3531 SW 1 AV",Miami,33145,25.748533,-80.215984,1,rooftop,3531,"SW 1st Ave",Shenandoah,FL,"Miami-Dade County",33145,US,"Miami-Dade County"
1932,"455 Grand Bay Dr.","Key Biscayne",33149,25.691822,-80.157892,1,rooftop,455,"Grand Bay Dr","Key Biscayne",FL,"Miami-Dade County",33149,US,"City of Key Biscayne"
1933,"3480 SW 3 AV",Miami,33145,25.750047,-80.216467,1,rooftop,3480,"SW 3rd Ave",Shenandoah,FL,"Miami-Dade County",33145,US,"Miami-Dade County"
1934,"1257 SW 20th St",Miami,33145,25.753475,-80.215465,1,rooftop,1257,"SW 20th St",Shenandoah,FL,"Miami-Dade County",33145,US,"Miami-Dade County"
1935,"1359 SW 23 ST",Miami,33145,25.749589,-80.21749,1,rooftop,1359,"SW 23rd St",Shenandoah,FL,"Miami-Dade County",33145,US,"Miami-Dade County"
1936,"3612 SW 1st Ave",Miami,33145,25.748598,-80.217147,1,rooftop,3612,"SW 1st Ave",Shenandoah,FL,"Miami-Dade County",33145,US,"Miami-Dade County"
1937,"1865 BRICKELL AV",Miami,33129,25.754207,-80.196059,1,rooftop,1865,"Brickell Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1938,"1038 SW 22 ST",Miami,33129,25.750964,-80.212406,1,rooftop,1038,"SW 22nd St",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1939,"798 CRANDON BL","Key Biscayne",33149,25.686969,-80.163984,1,rooftop,798,"Crandon Blvd","Key Biscayne",FL,"Miami-Dade County",33149,US,"City of Key Biscayne"
1940,"2001 SW 13th Ave",Miami,33145,25.753034,-80.215991,1,rooftop,2001,"SW 13th Ave",Shenandoah,FL,"Miami-Dade County",33145,US,"Miami-Dade County"
1941,"2907 SW 2 AV",Miami,33129,25.751943,-80.209942,1,rooftop,2907,"SW 2nd Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1942,"2400 BRICKELL AV",Miami,33129,25.752259,-80.201788,1,rooftop,2400,"Brickell Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1943,"1256 SW 20th St",Miami,33145,25.75305,-80.215465,1,rooftop,1256,"SW 20th St",Shenandoah,FL,"Miami-Dade County",33145,US,"Miami-Dade County"
1944,"375 SW 32 RD",Miami,33129,25.753132,-80.213972,1,rooftop,375,"SW 32nd Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1945,"1243 SW 21st St",Miami,33145,25.752783,-80.215113,1,rooftop,1243,"SW 21st St",Shenandoah,FL,"Miami-Dade County",33145,US,"Miami-Dade County"
1946,"242 SW 31st Rd",Miami,33129,25.75175,-80.212255,1,rooftop,242,"SW 31st Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1947,"3575 SW 1 AV",Miami,33145,25.748267,-80.216717,1,rooftop,3575,"SW 1st Ave",Shenandoah,FL,"Miami-Dade County",33145,US,"Miami-Dade County"
1948,"2180 Brickell Ave",Miami,33129,25.753224,-80.200214,1,rooftop,2180,"Brickell Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1949,"1241 SW 21 TE","South Miami",33145,25.752697,-80.214956,1,range_interpolation,1241,"SW 21st St",Shenandoah,FL,"Miami-Dade County",33145,US,"TIGER/Line® dataset from the US Census Bureau"
1950,"1257 SW 21 TE",Miami,33145,25.752027,-80.21547,1,rooftop,1257,"SW 21st Ter",Shenandoah,FL,"Miami-Dade County",33145,US,"Miami-Dade County"
1951,"3538 SW 1st Ave",Miami,33145,25.748975,-80.216249,1,rooftop,3538,"SW 1st Ave",Shenandoah,FL,"Miami-Dade County",33145,US,"Miami-Dade County"
1952,"2451 Brickell Ave",Miami,33129,25.750034,-80.200708,1,rooftop,2451,"Brickell Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1953,"1233 SW 20 ST",Miami,33145,25.75349,-80.214941,1,rooftop,1233,"SW 20th St",Shenandoah,FL,"Miami-Dade County",33145,US,"Miami-Dade County"
1954,"1990 BRICKELL AV",Miami,33129,25.753983,-80.199321,1,rooftop,1990,"Brickell Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1955,"1275 SW 20th St",Miami,33145,25.753465,-80.215815,1,rooftop,1275,"SW 20th St",Shenandoah,FL,"Miami-Dade County",33145,US,"Miami-Dade County"
1956,"2180 BRICKELL AV",Miami,33129,25.753224,-80.200214,1,rooftop,2180,"Brickell Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1957,"2101 BRICKELL AV",Miami,33129,25.752742,-80.199159,1,rooftop,2101,"Brickell Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1958,"1240 SW 21 ST",Miami,33145,25.752357,-80.215112,0.9,rooftop,1240,"SW 21st St",Shenandoah,FL,"Miami-Dade County",33145,US,"Miami-Dade County"
1959,"2201 BRICKELL AV",Miami,33129,25.751625,-80.199579,1,rooftop,2201,"Brickell Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1960,"3011 SW 1 AV",Miami,33129,25.750672,-80.210172,1,rooftop,3011,"SW 1st Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1961,"1435 Brickell Avenue",Miami,33131,25.758898,-80.1918,1,rooftop,1435,"Brickell Ave",Miami,FL,"Miami-Dade County",33131,US,"Miami-Dade County"
1962,"167 SW 20th Rd",Miami,33129,25.757258,-80.201809,1,rooftop,167,"SW 20th Rd",Miami,FL,"Miami-Dade County",33129,US,Statewide2
1963,"1644 S Miami Ave",Miami,33129,25.757592,-80.196426,1,rooftop,1644,"S Miami Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1964,"1435 Brickell Ave",Miami,33131,25.758898,-80.1918,1,rooftop,1435,"Brickell Ave",Miami,FL,"Miami-Dade County",33131,US,"Miami-Dade County"
1965,"237 SW 20th Rd",Miami,33129,25.758284,-80.202186,1,rooftop,237,"SW 20th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1966,"933 SW 4th Ave",Miami,33130,25.764483,-80.200522,1,rooftop,933,"SW 4th Ave",Miami,FL,"Miami-Dade County",33130,US,"Miami-Dade County"
1967,"1750 SW 4th Ave",Miami,33129,25.762166,-80.201564,1,rooftop,1750,"SW 4th Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1968,"9050 SW 85 Avenue",Miami,33156,25.685985,-80.333279,1,rooftop,9050,"SW 85th Ave",Miami,FL,"Miami-Dade County",33156,US,"Miami-Dade County"
1969,"1331 NE Brickell Bay Dr",Miami,33131,25.760322,-80.189479,1,rooftop,1331,"Brickell Bay Dr",Miami,FL,"Miami-Dade County",33131,US,"Miami-Dade County"
1970,"434 SW 10 st",Miami,33130,25.76399,-80.201282,1,rooftop,434,"SW 10th St",Miami,FL,"Miami-Dade County",33130,US,"Miami-Dade County"
1971,"495 Brickell Ave",Miami,33131,25.768309,-80.18853,1,rooftop,495,"Brickell Ave",Miami,FL,"Miami-Dade County",33131,US,"Miami-Dade County"
1972,"1395 Brickell Ave",Miami,33131,25.76067,-80.191604,1,rooftop,1395,"Brickell Ave",Miami,FL,"Miami-Dade County",33131,US,"Miami-Dade County"
1973,"452 SW 15th Rd",Miami,33129,25.762941,-80.201943,1,rooftop,452,"SW 15th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1974,"1600 SW 1st Ave",Miami,33129,25.759724,-80.197269,1,rooftop,1600,"SW 1st Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1975,"311 SW 21st Rd",Miami,33129,25.758973,-80.204058,1,rooftop,311,"SW 21st Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1976,"332 SW 20th Rd",Miami,33129,25.7593,-80.203825,1,rooftop,332,"SW 20th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1977,"1600 SW 1st Avenue",Miami,33129,25.759724,-80.197269,1,rooftop,1600,"SW 1st Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1978,"520 Brickell Key Dr",Miami,33131,25.767103,-80.184158,1,rooftop,520,"Brickell Key Dr",Miami,FL,"Miami-Dade County",33131,US,"Miami-Dade County"
1979,"341 SW 19th Rd",Miami,33129,25.76032,-80.202609,1,rooftop,341,"SW 19th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1980,"999 SW 1st Ave",Miami,33131,25.764866,-80.194966,0.9,rooftop,999,"SW 1st Ave",Miami,FL,"Miami-Dade County",33130,US,"Miami-Dade County"
1981,"999 SW 1st Ave",Miami,33130,25.764866,-80.194966,1,rooftop,999,"SW 1st Ave",Miami,FL,"Miami-Dade County",33130,US,"Miami-Dade County"
1982,"79 SW 12th St",Miami,33130,25.762768,-80.194729,1,rooftop,79,"SW 12th St",Miami,FL,"Miami-Dade County",33130,US,"Miami-Dade County"
1983,"31 SE 5th St",Miami,33131,25.769673,-80.192003,1,rooftop,31,"SE 5th St",Miami,FL,"Miami-Dade County",33131,US,"Miami-Dade County"
1984,"13100 SW 13 ST",Miami,33184,25.75556,-80.40714,1,rooftop,13100,"SW 13th St",Miami,FL,"Miami-Dade County",33184,US,Statewide2
1985,"465 BRICKELL AV",Miami,33131,25.768956,-80.188899,1,rooftop,465,"Brickell Ave",Miami,FL,"Miami-Dade County",33131,US,"Miami-Dade County"
1986,"1823 SW 2nd Ct",Miami,33129,25.759099,-80.200542,1,rooftop,1823,"SW 2nd Ct",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1987,"1561 S MIAMI AVE",Miami,33129,25.75829,-80.1945,1,rooftop,1561,"S Miami Ave",Miami,FL,"Miami-Dade County",33129,US,Statewide2
1988,"901 Brickell Key Blvd",Miami,33131,25.76932,-80.186875,1,rooftop,901,"Brickell Key Blvd",Miami,FL,"Miami-Dade County",33131,US,"Miami-Dade County"
1989,"900 BRICKELL KEY BL",Miami,33131,25.764897,-80.18986,1,range_interpolation,900,"Brickell Key Dr",Miami,FL,"Miami-Dade County",33131,US,"TIGER/Line® dataset from the US Census Bureau"
1990,"249 SW 20 Rd",Miami,33129,25.758449,-80.202332,1,rooftop,249,"SW 20th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1991,"1644 S MIAMI AV",Miami,33129,25.757592,-80.196426,1,rooftop,1644,"S Miami Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1992,"1510 SW 4 Ave",Miami,33129,25.762472,-80.201056,1,range_interpolation,1510,"SW 4th Ave",Miami,FL,"Miami-Dade County",33129,US,"TIGER/Line® dataset from the US Census Bureau"
1993,"1500 SW 4th Ave",Miami,33129,25.76249,-80.20079,1,rooftop,1500,"SW 4th Ave",Miami,FL,"Miami-Dade County",33129,US,Statewide2
1994,"1435 BRICKELL AV",Miami,33131,25.758898,-80.1918,1,rooftop,1435,"Brickell Ave",Miami,FL,"Miami-Dade County",33131,US,"Miami-Dade County"
1995,"87 SW 18th  ROAD",Miami,33129,25.757993,-80.197871,1,rooftop,87,"SW 18th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1996,"1331 Brickell Bay Dr",Miami,33131,25.760322,-80.189479,1,rooftop,1331,"Brickell Bay Dr",Miami,FL,"Miami-Dade County",33131,US,"Miami-Dade County"
1997,"201 SW 17th Rd",Miami,33129,25.759909,-80.198239,1,rooftop,201,"SW 17th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1998,"269 SW 19th Rd",Miami,33129,25.759093,-80.201574,1,rooftop,269,"SW 19th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
1999,"320 SW 19th Rd",Miami,33129,25.759757,-80.202923,1,rooftop,320,"SW 19th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
2000,"234 SW 19th Rd",Miami,33129,25.758589,-80.201919,1,rooftop,234,"SW 19th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
2001,"901 BRICKELL KEY BL",Miami,33131,25.764828,-80.189567,1,range_interpolation,901,"Brickell Key Dr",Miami,FL,"Miami-Dade County",33131,US,"TIGER/Line® dataset from the US Census Bureau"
2002,"225 SW 20 RD",Miami,33129,25.758116,-80.202047,1,rooftop,225,"SW 20th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
2003,"1900 SW 2nd Ave",Miami,33129,25.758156,-80.201621,1,rooftop,1900,"SW 2nd Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
2004,"369 SW 19th Rd",Miami,33129,25.76071,-80.202952,1,rooftop,369,"SW 19th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
2005,"229 SW 19TH RD",Miami,33129,25.758435,-80.201029,1,rooftop,229,"SW 19th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
