MLS NUMBER,STATUS,ADDRESS,BEDS,FBATHS,HBATHS,LIST PRICE,SOLD PRICE,CONTRACT,SETTLED,CITY,SUBDIV,LOT SIZE,TOT SQFT,LIV SQFT,YEAR BUILT,CONST,DESIGN1,DESIGN2,HEAT,COOLING,GAR SPACES,PARKING,GAR DESC,DINING,EXT FEAT,FLOORS,INT FEAT,LOT DESC,POOL2,POOL DIM,ROOF,OTHER ROOM,SEWER,VIEW,WATER,WINDOWS,SUBD INFO,EST TAXES,SPA,POOL1,MSTR BATH,STYLE,SHORT SALE,REO,BLDG UNITS,COMPLEX UNITS,UNIT FLOOR LOC,TOTAL FLOORS,SUBDIVISION INFO,SECURITY INFO,RESTRICTIONS,FEE DESCRIPTION,ASSOC FEE PAID PER,MAINT CHARGE,LAND LEASE,REC LEASE,ASSOCIATION FEE,MIN LEASE,MAINT INCL,DEVELOPMENT NAME,COMPLEX,UNIT #,ROOF,PUBLIC REMARKS,EXPECTED CLOSING DATE,APPROX LOT SIZE,ZIP CODE,PHOTO COUNT,WITHDRAWN DATE,EXPIRATION DATE,PENDING DATE,OFF MARKET DATE,SALE TERMS,DAYS ON MARKET,COUNTY,APN,ENTRY DATE,SELLER CONTRIBUTIONS (Y/N),SELLER CONTRIBUTIONS ($) 
A10049840,Closed Sale,253 SW 19th Rd,4,2,,675000,600000,03/14/2016 12:00:00 AM,05/02/2016 12:00:00 AM,Miami,Holleman Park,,1827,1827,1925,Cbs Construction,Detached,One Story,Central Heat,Central Cooling,0,Driveway,,"Dining/Living Room, Snack Bar/Counter","Open Porch, Room For Pool",Ceramic Floor,"First Floor Entry, Fireplace, Pantry",Less Than 1/4 Acre Lot,,,,"Florida Room, Separate Guest/In-Law Quarters, Studio Apartment",Municipal Sewer,"Garden View, None",Municipal Water,,Holleman Park,3502,,False,,R30-No Pool/No Water,False,False,,,,,"Public Road, Sidewalks, Street Lights",,Ok To Lease,,,,,,,,,,,,,"Excellent opportunity in ""The Roads"" one of Miamiâ€™s Hottest, Booming Neighborhoods. Features 3 bedrooms/ 2 bathrooms, corner lot, detached In Law Quarters to be used as part of the main residence or rented for additional income. New kitchen with granite  counter tops, SS appliances, walk in pantry, fireplace, Sun Room, updated bathrooms. Cottage: 1/1, has separate electric & water meters with updated kitchen/bathroom, patio, covered parking, gate, private entrance.  Property offers options options option",04/29/2016 12:00:00 AM,,33129,28,,03/11/2017 12:00:00 AM,04/10/2016 12:00:00 AM,05/02/2016 12:00:00 AM,Cash,27,Miami-Dade County,01-41-38-001-2430,03/14/2016 12:00:00 AM,False,
A10537035,Closed Sale,435 SW 19th Rd,3,1,1,644900,498960,09/10/2018 12:00:00 AM,09/28/2018 12:00:00 AM,Miami,HOLLEMAN PARK,6750,2400,2400,1938,Cbs Construction,Detached,One Story,"Central Heat, Electric Heat","Central Cooling, Electric Cooling",0,Driveway,,,Fence,Ceramic Floor,First Floor Entry,Less Than 1/4 Acre Lot,Below Ground Pool,20X40,,Family Room,Municipal Sewer,Other View,Municipal Water,,HOLLEMAN PARK,10730,,True,,R31-Pool Only,False,False,,,,,No Subdiv/Park Info,,Ok To Lease,,,,,,,,,HOLLEMAN PARK,,,,"Attn: The 3 beds/1.1 baths 2400 SF Living Area 6750 SF Lot 1 story pool home in the Downtown Miami Roads area will not last!!! Property is occupied and occupants are not to be disturbed or contacted under any circumstances. Interior inspections are not available and property is being sold As Is.This property has been placed in an upcoming event. All bids should be submitted at auction site. Please submit any pre-auction offers received through the property details page on auction site""Make Offer"" button. All pre event or post-event offers will be reviewed and responded to within 3 business days. All properties are subject to a 5% buyer's premium pursuant to the Event Agreement.",10/28/2018 12:00:00 AM,,33129,6,,10/10/2018 12:00:00 AM,09/21/2018 12:00:00 AM,09/28/2018 12:00:00 AM,Cash,11,Miami-Dade County,01-41-38-001-0430,09/12/2018 3:41:21 PM,False,
A2037469,Closed Sale,888 BRICKELL KEY DR,2,2,0,630000,598000,11/14/2014 12:00:00 AM,05/15/2015 12:00:00 AM,Miami,,,1280,1280,1995,Cbs Construction,,,"Central Heat, Electric Heat","Central Cooling, Electric Cooling",1,"1 Space, Assigned Parking, Covered Parking",Attached,Dining/Living Room,"Barbeque, Open Balcony, Storm/Security Shutters",Marble Floors,"First Floor Entry, Elevator, Split Bedroom, Walk-In Closets",,,,,,,,,Sliding,,6904,,,"Bidet, Separate Tub & Shower, Whirlpool/Spa",C44-Co-Op 1-4 Stories,False,False,,,4,30,,"Doorman, Guard At Site, Lobby Secured","Daily Rentals Ok, Exterior Alterations, Okay To Lease",,Monthly,0,0,0,820,,,One Tequesta Point,Brickell Key,404,,"Enjoy exclusive island living style of Brickell Key. This spacious & bright split floor plan corner  unit has spectacular views of bay & city lights. It features custom marble floor, extended balcony, large bedroom, California closets, granite countertops  & kitchen w/ water view. Building offers elegant lobby/ 24 hr concierge & front gate security/ valet parking/ racquetball/ squash/sauna/ gym/ business center, party room & 2 BBQ areas, Island has market restaurant , hair salon, dry cleaner.",05/15/2015 12:00:00 AM,,33131,26,,05/13/2015 12:00:00 AM,04/14/2015 12:00:00 AM,05/15/2015 12:00:00 AM,Conventional,151,Miami-Dade County,01-42-06-058-2450,11/21/2014 12:00:00 AM,False,
A2149002,Closed Sale,475 BRICKELL AV,2,2,0,613500,585000,07/21/2015 12:00:00 AM,12/08/2015 12:00:00 AM,Miami,,,1168,1168,2008,Cbs Construction,,,"Electric Heat, Central Heat","Central Cooling, Electric Cooling",1,"1 Space, Assigned Parking, Covered Parking",Attached,Dining/Living Room,Other,Marble Floors,"Closet Cabinetry, Walk-In Closets",,,,,,,,,Blinds/Shades,,9067,,,,C45-Co-Op 5+ Stories,False,False,,,21,57,,"Garage Secured, Lobby Secured, Tv Camera",Exterior Alterations,,Monthly,0,0,0,1050,,,ICON,ICON BRICKELL,2115,,"UNIQUE OPPORTUNITY. ATTENTION INVESTORS LOWEST PRICE IN THE BUILDING FOR A CORNER UNIT WITH AMAZING WATER VIEWS !!!!!. Vacant and ready to move.  A luminous corner apartment with Bay, Miami River and Brickell skyline unobstructed views. Marble floors, win  dow treatments, dual sink in master bathroom, separate shower from hot tub, walking closet, washer and dryer, big balcony. First class amenities in this prestigious building that is a Landmark in the heart of Brickell. Easy to show. Contact listing agent",12/11/2015 12:00:00 AM,,33131,18,,01/18/2016 12:00:00 AM,,12/08/2015 12:00:00 AM,Conventional,135,Miami-Dade County,01-41-38-147-6540,07/22/2015 12:00:00 AM,False,
A10145198,Closed Sale,1600 SW 1 Av,2,3,0,599999,540000,09/08/2016 12:00:00 AM,04/27/2018 12:00:00 AM,Miami,,,1430,1275,2016,"Concrete Block Construction, Cbs Construction",,,Central Heat,Central Cooling,1,1 Space,Attached,Dining/Living Room,Patio,Ceramic Floor,"First Floor Entry, Elevator",,,,,Den/Library/Office,,,,,,0,,,"Combination Tub & Shower, Dual Sinks",C42-Condo 5+ Stories,False,False,128,128,5,12,,"Doorman, Card Entry, Phone Entry","Ok To Lease, No Trucks/Rv'S, Other Restrictions",,Monthly,1169,0,0,1169,,,Leparc at Brickell,Leparc at Brickell,TH8,,"BRAND NEW and just delivered! This 2Bed + Den/3Bath Ground Floor Townhouse has 13 ft ceilings with floor to ceiling glass, and street access thru a private patio. Beautiful finishes include ceramic flooring, Italian cabinetry and quartz island kitchen. Alta Developers, Revuelta Architecture and Lignet Roset bring to Brickell a boutique building that will make you fall in love.",04/27/2018 12:00:00 AM,,33129,38,,10/10/2018 12:00:00 AM,04/03/2018 12:00:00 AM,04/27/2018 12:00:00 AM,Conventional,572,Miami-Dade County,01-4138-154-1270,09/08/2016 3:08:27 PM,False,
A10451673,Closed Sale,420 SW 18th Rd,2,2,0,599000,500000,04/13/2018 12:00:00 AM,07/02/2018 12:00:00 AM,Miami,HOLLEMAN PARK,6750,2134,2134,1950,Cbs Construction,Detached,One Story,Central Heat,Ceiling Fans,1,Driveway,,Formal Dining,"Awnings, Fence","Carpeted Floors, Tile Floors",First Floor Entry,1/4 To Less Than 1/2 Acre Lot,,,,"Attic, Den/Library/Office, Family Room, Utility/Laundry In Garage",Municipal Sewer,None,Municipal Water,,HOLLEMAN PARK,2693,,False,,R30-No Pool/No Water,False,False,,,,,No Subdiv/Park Info,,No Restrictions,,,,,,,,,,,,,"Estate Sale in ""The Roads"" featuring 2 bedrooms/ 2 bathrooms, huge den that could be the third bedroom, living room ,dining room family room and 1-car garage. Nice size front and backyard. Property sold in as-is conditions.",07/13/2018 12:00:00 AM,,33129,6,,09/30/2018 12:00:00 AM,05/11/2018 12:00:00 AM,05/11/2018 12:00:00 AM,Conventional,28,Miami-Dade County,01-41-38-001-0230,04/13/2018 11:06:45 AM,True,10000
A2077737,Closed Sale,219 SW 19 RD,3,2,0,585000,567500,02/25/2015 12:00:00 AM,03/10/2016 12:00:00 AM,Miami,38-39 54 41 HOLLEMAN PARK,,2070,1878,1968,"Cbs Construction, Slab Construction, Stone Exterior Construction",Attached,One Story,Other,"Ceiling Fans, Central Cooling, Electric Cooling",1,"Covered Parking, Guest Parking, Slab/Strip",Attached,"Family/Dining Combination, Formal Dining, Snack Bar/Counter","Awnings, Fence, Fruit Trees, Exterior Lighting, Open Porch, Patio","Other Floors, Terrazzo Floors","First Floor Entry, Custom Mirrors",Less Than 1/4 Acre Lot,,,,Family Room,Municipal Sewer,Garden View,Municipal Water,Awning,38-39 54 41 HOLLEMAN PARK,1543,False,False,"Bidet, Combination Tub & Shower",R30-No Pool/No Water,False,False,,,,,"Sidewalks, Street Lights, Voluntary Hoa",,No Restrictions,,None,,,,,,,Holleman Park,,,,"Lots of closet space in house.  Fully fenced and gated with security cameras.  Garage is fully finished. The house and yard are in excellent shape with new landscaping.  Barrel tile roof, large private patio and barbecue area.  Terrazzo floors, crown molding, stainless steel appliances in kitchen, new AC, & lighting.  Move in condition.  Built in 1968 so much more modern than most houses in area.  Large spacious rooms formal living and dinning rooms, plus recreation room. Broker is one of Owners.",03/31/2016 12:00:00 AM,6450,33129,18,,02/25/2016 12:00:00 AM,02/01/2016 12:00:00 AM,03/10/2016 12:00:00 AM,Conventional,341,Miami-Dade County,01-41-38-001-3751,02/25/2015 11:06:00 AM,False,
A10615885,Closed Sale,450 SW 18th Ter,2,1,0,580000,500000,02/09/2019 12:00:00 AM,07/25/2019 12:00:00 AM,Miami,HOLLEMAN PARK,6750,1939,1119,1939,Concrete Block Construction,Detached,One Story,Central Heat,Central Cooling,1,Slab/Strip,,,Other,Ceramic Floor,First Floor Entry,Less Than 1/4 Acre Lot,Below Ground Pool,12x25,,Other,Municipal Sewer,None,Municipal Water,,HOLLEMAN PARK,7495,,True,,R31-Pool Only,False,False,,,,,Sidewalks,,No Restrictions,,,,,,,,,,,,,"Located in the Miami community of The Roads, just minutes from Brickell Avenue, downtown Miami, the Grove, Key Biscayne, Coral Gables and the south entrance ramp to I-95. Walking distance to Merry Brickell Village, Brickell City Center, upscale restaurants, and shops.  You can remodel the existing structure or build your dream home. Seller motivated to pay for demolition. He would choose the demolition company. Plans for renovation in the last steps of the approval process in The city of Miami. To see the plans go to attachments. To visit property please call listing agent.  For offer please use the ""As Is"" contract in the attachments.",07/14/2019 12:00:00 AM,,33129,4,,02/07/2020 12:00:00 AM,06/14/2019 12:00:00 AM,06/14/2019 12:00:00 AM,Cash,125,Miami-Dade County,01-41-38-001-0350,02/09/2019 3:01:48 PM,False,
A1969455,Closed Sale,250 SW 19 RD,3,2,1,549000,532530,06/23/2014 12:00:00 AM,04/02/2015 12:00:00 AM,Miami,HOLLEMAN PARK,,1363,1363,1938,"Cbs Construction, Other Construction",Detached,"One Story, Other","Central Heat, Electric Heat","Ceiling Fans, Central Cooling",1,"Covered Parking, Driveway, Street Parking",Attached,,"Awnings, Extra Building/Shed, Fruit Trees, Open Porch, Room For Pool, Screened Porch, Shed","Wood Floors, Other Floors",Fireplace,Less Than 1/4 Acre Lot,,,,"Garage Apartment, Garage Converted",Municipal Sewer,Garden View,Municipal Water,,HOLLEMAN PARK,1969,,False,,R30-No Pool/No Water,False,False,,,,,Voluntary Hoa,,No Restrictions,,,,,,,,,,,,,"EASY TO CONVERT BACK INTO A 3/2.5. LOVELY 2/2.5 WITH 1/1 GARAGE APT IN BEAUTIFUL, HISTORIC MIAMI ROADS NEIGHBORHOOD. LUSH-GREEN BACK & FRONT GARDEN W/LOTS OF VEGETATION. IDEALLY LOCATED W/EASY ACCESS TO EXPRESSWAYS, DWTN MIAMI, THE GROVE & THE GABLES & MI A. UPGRADES INCLUDE: BRAND NEW IMPACT WINDOWS/DOORS, PLUMBING, KITCHEN, APPLIANCES, & WASHER AND DRYER. ",04/01/2015 12:00:00 AM,X,33129,35,,06/23/2015 12:00:00 AM,03/05/2015 12:00:00 AM,04/02/2015 12:00:00 AM,Conventional,255,Miami-Dade County,01-41-38-001-2650,06/26/2014 12:00:00 AM,False,
A10242670,Closed Sale,1100 S MIAMI AVE,2,2,0,535000,500000,03/15/2017 12:00:00 AM,03/22/2018 12:00:00 AM,Miami,,,1245,1167,2015,Cbs Construction,,,Central Heat,Central Cooling,1,Other Parking,Attached,,Open Balcony,Tile Floors,Walk-In Closets,,,,,,,,,,,9297,,,,C45-Co-Op 5+ Stories,False,False,382,,27,42,,"Doorman, Garage Secured, Lobby Secured",Ok To Lease,,Monthly,712,0,0,712,,,MILLECENTO CONDO,MILLECENTO CONDO,2701,,"BEST PRICE AND LINE IN THE BUILDING! AMAZING 2 BEDROOM 2 BATH CORNER UNIT AT MILLECENTO BY PININFARINA LARGE BALCONY VIEWS OF TOWN AND BAY. ITALIAN KITCHEN CABINETS, INTERGRATED REFRIGERATOR AND DISHWASHER. WASHER/DRYER IN UNIT. DESIGNER BUILDING OFFER GREAT AMENITIES LIKE ROOF TOP POOL, HOT TUB, LOUNGE ROOM, KIDS ROOM, MOVIE THEATER AND FITNESS CENTER, ENJOY THE DESIGN, LIFESTYLE  BUSINESS CENTER. STEPS AWAY FROM MARY BRICKELL VILLAGE AND BRICKELL CITY CENTER. GREAT INVESTMENT OPPORTUNITY.",04/27/2018 12:00:00 AM,,33130,21,,03/15/2018 12:00:00 AM,01/30/2018 12:00:00 AM,01/30/2018 12:00:00 AM,Conventional,321,Miami-Dade County,01-41-38-152-0230,03/16/2017 3:01:00 PM,False,
A10224649,Closed Sale,320 SW 19th Rd,3,4,,530000,530000,12/29/2016 12:00:00 AM,02/14/2017 12:00:00 AM,Miami,Holleman Park,6750,2803,1790,1951,Cbs Construction,Detached,Two Story,"Central Heat, Electric Heat","Central Cooling, Electric Cooling",1,"Driveway, Street Parking",,,"Open Balcony, Open Porch","Tile Floors, Wood Floors",First Floor Entry,Less Than 1/4 Acre Lot,,,,Other,Municipal Sewer,Other View,Municipal Water,,Holleman Park,4890,,False,,R30-No Pool/No Water,False,False,,,,,Public Road,,No Restrictions,,,,,,,,,,,,,NEEDS A LOT OF WORK. HANDYMAN SPECIAL.,03/15/2017 12:00:00 AM,,33129,21,,06/28/2017 12:00:00 AM,02/13/2017 12:00:00 AM,02/13/2017 12:00:00 AM,Cash,46,Miami-Dade County,01-41-38-001-1560,02/13/2017 4:22:41 PM,False,
A2211363,Closed Sale,1435 BRICKELL AV,0,1,,525000,500000,12/03/2015 12:00:00 AM,05/31/2016 12:00:00 AM,Miami,,,611,611,2003,Cbs Construction,,,Central Heat,Central Cooling,1,Assigned Parking,Attached,Dining/Living Room,None,Carpeted Floors,"First Floor Entry, Fire Sprinklers",,,,,,,,,Drapes & Rods,,4636,,,Shower Only,C43-Condo-Hotel,False,False,186,186,31,70,,"Card Entry, Doorman, Lobby Secured",Okay To Lease,,Monthly,624,0,0,624,,,MILLENNIUM TOWER,FOUR SEASONS HOTEL,3105,,"FOUR SEASONS STUDIO NEWLY FURNISHED AND RECENTLY UPGRADED VALUED AT $50K. 9FT CEILINGS FANTASTIC BAY AND CITY VIEWS, FULLY SERVICED BY FS 24/7. 1 ASSIGNED PARKING SPACE. ENJOY THE AMAZING LIFESTYLE OF BRICKELL. ENJOY THE QUALITY, SERVICES AND AMENITIES OF   RENOWNED FOUR SEASONS HOTELS INLCUDING THE EQUINOX GYM, SPA, RESTAURANT, POOLS, CONCIERGE, VALET & MORE. ONE OF THE BEST BUILDINGS IN MIAMI. A MUST SEE.",06/06/2016 12:00:00 AM,,33131,5,,12/01/2016 12:00:00 AM,04/22/2016 12:00:00 AM,05/31/2016 12:00:00 AM,Cash,141,Miami-Dade County,01-41-39-078-0300,12/03/2015 12:00:00 AM,False,
A1950177,Closed Sale,55 SE 6 ST,2,2,0,499000,465000,05/14/2014 12:00:00 AM,02/27/2015 12:00:00 AM,Miami,,,1238,1238,2008,Pre-Cast Concrete Construction,,,Central Heat,Central Cooling,1,"1 Space, Assigned Parking, Valet Parking",Attached,Dining/Living Room,Open Balcony,Carpeted Floors,"First Floor Entry, Walk-In Closets",,,,,,,,,Blinds/Shades,,7768,,,,C45-Co-Op 5+ Stories,False,False,,,39,42,,"Elevator Secure, Card Entry, Fire Alarm",Exterior Alterations,,Monthly,744,0,0,744,,,500 BRICKELL WEST,500 BRICKELL WEST,3903,,JUST REDUCED FOR A QUICK SALE!!! EXCELLENT OPPORTUNITY!!! BEAUTIFUL AND SPACIOUS 2 BED 2 BATH WITH AMAZING WATER AND CITY VIEWS. EUROPEAN KITCHEN WITH TOP OF THE LINE STAINLESS STEEL APPLIANCES. LARGE BALCONY. GREAT FULL SERVICE BUILDING WITH PLENTY OF AM ENITIES. GREAT LOCATION IN BRICKELL WALKING DISTANCE TO DOWNTOWN. EASY TO SHOW!!!,02/13/2015 12:00:00 AM,,33131,19,,03/15/2015 12:00:00 AM,01/13/2015 12:00:00 AM,02/27/2015 12:00:00 AM,Purchase Money Mortgage,244,Miami-Dade County,01-41-38-143-1230,05/14/2014 12:00:00 AM,False,
A2075710,Closed Sale,500 Brickell,2,2,,495000,495000,02/20/2015 12:00:00 AM,06/19/2015 12:00:00 AM,Miami,,,0,0,2008,Concrete Block Construction,,,Other,Central Cooling,1,1 Space,,,Other,Carpeted Floors,Other Interior Features,,,,,,,,,,,8603,,,,C23-Condo/Timeshare,False,False,,,38,40,,Guard At Site,No Restrictions,,Yearly,0,0,0,0,,,,500 BRICKELL WEST CONDO,3803,, ,06/19/2015 12:00:00 AM,,33131,6,,02/20/2016 12:00:00 AM,06/19/2015 12:00:00 AM,06/19/2015 12:00:00 AM,Assumption,119,Miami-Dade County,,02/20/2015 12:00:00 AM,False,
F1345758,Closed Sale,356 SW 18TH TER,2,1,0,475000,450000,06/17/2015 12:00:00 AM,09/29/2015 12:00:00 AM,Miami,HOLLEMAN PARK,,1496,1460,1947,Concrete Block Construction,Detached,One Story,Other,Other,0,Driveway,,,Fruit Trees,Terrazzo Floors,First Floor Entry,Less Than 1/4 Acre Lot,,,,Utility Room/Laundry,Municipal Sewer,Garden View,Municipal Water,,HOLLEMAN PARK,2688,,False,,R30-No Pool/No Water,False,False,,,,,Paved Road,,No Restrictions,,,,,,,,,HOLLEMAN PARK,,,,"3/2 garage converted to a 1/1 rest of house is a 2/1, nice large lot mature fruit trees, terrazzo floors old charm. ",12/30/2015 12:00:00 AM,,33129,1,,12/17/2015 12:00:00 AM,09/02/2015 12:00:00 AM,09/29/2015 12:00:00 AM,Cash,104,Miami-Dade County,01-41-38-001-1700,06/17/2015 10:02:00 AM,False,
A10432991,Closed Sale,45 SW 9th St,1,2,0,474900,440000,09/01/2018 12:00:00 AM,11/26/2018 12:00:00 AM,Miami,BRICKELL HEIGHTS EAST CON,,792,792,2017,"Concrete Block Construction, New Construction",,,Central Heat,Central Cooling,1,None,,,Open Balcony,"Carpeted Floors, Ceramic Floor","Elevator, Walk-In Closets",,,,,,,,,,BRICKELL HEIGHTS EAST CON,673,,,,C41-Condo 1-4 Stories,False,False,,,39,45,,"Doorman, Elevator Secure, Private Guards","Exterior Alterations, No Trucks/Rv'S",,Monthly,355,1,1,485,,,,BRICKELL HEIGHTS,3902,,"Quiet in the heights. Spectacular one bedroom plus den with two full bathrooms and amazing view of the Ocean. Entertainment for family and friend through a lot of amenities at the building, multiple rooftop pools, movie theatre space, business center, playroom for kids, concierge, valet parking and more. Easy walking access to Mary Brickell Village, Brickell City Centre, Publix and Wholefoods. The property is rented until September 2018 and in case of interested investors, the tenant can extend the contract for two more years.",11/26/2018 12:00:00 AM,,33130,22,,02/01/2019 12:00:00 AM,10/19/2018 12:00:00 AM,11/26/2018 12:00:00 AM,Conventional,48,Miami-Dade County,01-41-38-157-0680,03/10/2018 11:56:45 AM,False,
A10361748,Closed Sale,332 SW 20th Rd,2,1,0,465000,435000,10/25/2017 12:00:00 AM,03/23/2018 12:00:00 AM,Miami,HOLLEMAN PARK,6750,1316,1098,1939,Concrete Block Construction,Attached,One Story,Central Heat,Central Cooling,0,Driveway,Attached,,None,"Tile Floors, Wood Floors",First Floor Entry,Less Than 1/4 Acre Lot,,,,Utility Room/Laundry,Municipal Sewer,Other View,Municipal Water,,HOLLEMAN PARK,6602,,False,,R30-No Pool/No Water,False,False,,,,,Paved Road,,No Restrictions,,,,,,,,,,,,,"Very good starter home in a great location. Be at the center of city living as you see the Brickell skyline from the front of your home. Only a few blocks away from Brickell and Downtown Miami and a short drive to Midtown, Wynwood, the Gables or Key Biscayne. The property is very charming and has sufficient land for you to expand the home as you grow, or to do a significant remodel, which investment will be justified and supported by neighboring comps. Good luck in showing! Not a short sale or reo, so can close quickly. Please sumbit all offers with proof of funds.",03/30/2018 12:00:00 AM,6750,33129,7,,04/25/2018 12:00:00 AM,03/15/2018 12:00:00 AM,03/15/2018 12:00:00 AM,Cash,141,Miami-Dade County,01-41-38-001-1400,10/25/2017 10:51:03 AM,False,
A10275110,Closed Sale,311 SW 21st Rd,2,1,0,449900,420000,05/10/2017 12:00:00 AM,02/23/2018 12:00:00 AM,Miami,HOLLEMAN PARK,6750,1274,1274,1940,Concrete Block Construction,Detached,One Story,Central Heat,Central Cooling,1,"Driveway, Street Parking",Attached,Formal Dining,"Awnings, Patio","Tile Floors, Wood Floors",First Floor Entry,Less Than 1/4 Acre Lot,,,,Den/Library/Office,Other Sewer,None,Other,Blinds/Shades,HOLLEMAN PARK,8510,,False,,R30-No Pool/No Water,False,True,,,,,No Subdiv/Park Info,,Other Restrictions,,,,,,,,,,,,,"Charming 2/ 1 single family house ready for your updates. Hardwood floors throughout w/ fireplace in living room, separate dining room and small den. Garage has been converted to possible 3rd bedroom/ office. Fenced in patio perfect for entertaining. Property is in sought after ""The Roads"" location minutes from Key Biscayne, Brickell, Downtown, Little Havana & Coconut Grove.",02/15/2019 12:00:00 AM,,33129,33,,12/23/2017 12:00:00 AM,11/28/2017 12:00:00 AM,11/28/2017 12:00:00 AM,Conventional,89,Miami-Dade County,01-41-38-001-1450,05/10/2017 2:28:29 PM,False,
A10299228,Closed Sale,1844 SW 2nd Ct,2,1,0,449000,370000,06/23/2017 12:00:00 AM,10/15/2018 12:00:00 AM,Miami,HOLLEMAN PARK,7500,1457,,1954,Concrete Block With Brick,Detached,One Story,Other,Other,1,Driveway,Attached,,Other,Wood Floors,First Floor Entry,Less Than 1/4 Acre Lot,,,,Garage Converted,Other Sewer,None,Other,,HOLLEMAN PARK,7372,,False,,R30-No Pool/No Water,True,False,,,,,Other Subdiv/Park Info,,No Restrictions,,,,,,,,,,,,,"Investor Special. 7500 sqft lot in The Roads. 3 Minute drive to Brickell, Coconut Grove, and Key Biscayne. Considering all offers.",08/11/2017 12:00:00 AM,,33129,5,,10/09/2017 12:00:00 AM,07/19/2017 12:00:00 AM,07/19/2017 12:00:00 AM,Cash,26,Miami-Dade County,01-41-38-001-2460,06/27/2017 11:28:36 AM,False,
A2079743,Closed Sale,60 SW 13 ST,2,3,0,449000,449000,03/01/2015 12:00:00 AM,12/09/2015 12:00:00 AM,Miami,,,1419,1419,2008,Cbs Construction,,,Central Heat,Central Cooling,1,Assigned Parking,,,Open Balcony,Vinyl Floors,Closet Cabinetry,,,,,,,,,,,8553,,,,C23-Condo/Timeshare,False,False,,,40,0,,"Lobby Secured, Other Security, Garage Secured","Exterior Alterations, Okay To Lease",,Monthly,0,0,0,992,,,,Infinity at Brickell,4004,,"SHOWING AVAILABLE SATUDAY AUGUST 22 FROM 11:00 to 12:00.COME TO SEE AND PLACE OFFER!OWNER WANT TO SELL REDUCED ,VERY GOOD  TO LIVE OR INVESTORS DREAM.RENTED TILL MAY FOR $3100.GORGEOUS TWO STORY LOFT,WITH 2BR/3BA,GREAT VIEWS OF MIAMI AND CITY..WALKING DIS  TANCE TO SHOPS AND RESTAURANTS,MARY BRICKELVILLAGE,BRICKEL FINANCIAL DISTRICT.Send your OFFER TODAY.Please  call MONICA HAZAN 48 hours in order to arrange with tenants.cALL THE AGENT today!!!!! LETS GO DO IT!tHIS IS THE BEST DEAL IN THE BUILDING.",09/30/2015 12:00:00 AM,,33130,32,,03/01/2016 12:00:00 AM,,12/09/2015 12:00:00 AM,Cash,187,Miami-Dade County,01-41-39-116-1000,03/02/2015 12:00:00 AM,False,
A10606383,Closed Sale,485 Brickell Ave,1,1,,439000,425000,01/25/2019 12:00:00 AM,04/29/2019 12:00:00 AM,Miami,,,898,898,2009,Concrete Block Construction,,,Central Heat,Central Cooling,1,1 Space,,Dining/Living Room,"Deck, Other",Ceramic Floor,First Floor Entry,,,,,,,,,,,7067,,,,C42-Condo 5+ Stories,False,False,,,25,50,,"Doorman, Elevator Secure, Card Entry",Ok To Lease,,Monthly,983,0,0,983,,,,ICON W,2501,,"Beautiful ocean, river, and city views from this Fully furnished and equipped unit. Best amenities in Brickell. Furniture & TVs included in price. Porcelain floor. Great investment return to rent long term or short term. Outstanding location walking distance to Citi Centre mall, Whole foods, restaurants and banks. Gorgeous unit to live or to invest. !",04/30/2019 12:00:00 AM,,33131,12,,02/01/2020 12:00:00 AM,03/19/2019 12:00:00 AM,03/19/2019 12:00:00 AM,Conventional,53,Miami-Dade County,01-41-38-149-1580,01/28/2019 3:18:11 PM,False,
A10646676,Closed Sale,1420 Brickell Bay Dr,2,2,0,425000,410000,04/09/2019 12:00:00 AM,05/15/2019 12:00:00 AM,Miami,BAYSHORE PLACE CONDO,,1283,1283,1973,Cbs Construction,,,Central Heat,Central Cooling,0,1 Space,,"Breakfast Area, Dining/Living Room","Barbeque, Open Balcony, Storm/Security Shutters",Tile Floors,"First Floor Entry, Closet Cabinetry, Custom Mirrors, Pantry, Walk-In Closets, Wet Bar",,,,,,,,,,BAYSHORE PLACE CONDO,6571,,,"Dual Sinks, Separate Tub & Shower, Whirlpool/Spa",C42-Condo 5+ Stories,False,False,,,14,17,,"Complex Fenced, Doorman, Card Entry","Exterior Alterations, Ok To Lease",,Monthly,0,0,0,0,,,BAYSHORE PLACE COND,BAYSHORE PLACE CONDO,1408B,,"This spacious 2 bd/2 bath waterfront condo has been completely redesigned & upgraded making it a truly unique unit. Upgraded features include marble & wood flooring, a built-in wet bar with custom cabinetry for ample storage, a wine cooler, heavily insulated walls and floors, a master bath, walk-in closets, and so much more! The stunning unit offers additional details such as a surround sound media center, custom drapes & window treatments. Additionally, all the plumbing and AC has been updated and re-installed. This gem provides unobstructed bay views and includes assigned parking. This gated building offers 24/hour security and has also gone through a complete renovation for all common spaces including the lobby, gym, social room and pool area. Call/text to schedule an appointment.",05/15/2019 12:00:00 AM,,33131,25,,09/24/2019 12:00:00 AM,04/22/2019 12:00:00 AM,04/22/2019 12:00:00 AM,Cash,13,Miami-Dade County,01-41-39-067-1170,04/09/2019 9:24:38 AM,True,400
